id,title,view_count,upload_date,duration,channel,elapsed_days,views_per_day,included,exclusion_reasons,published_mark,own_row,own_title,match_basis,source_file,sha256
L7LJQvYCg_Q,わかっていても戻れない、ヒトの本能 虫明林道遭難事故2024年【地図とアニメで解説】,681208,20250803,1183,生きて山から帰るには【山岳遭難解説】,405,1681.995061728395,True,[],,,,,video_full_default_L7LJQvYCg_Q.json,97cb656f2a7e62e3b01d01e8d6fbf8b156fff75425b907fa68df9ae4407f507a
foknQgsMAnQ,「裸足の遺体」…あまりに悲しい最期。2015年高尾山滑落事故【地図とアニメで解説】,674223,20251130,934,生きて山から帰るには【山岳遭難解説】,286,2357.423076923077,True,[],,,,,video_full_default_foknQgsMAnQ.json,d32dfe166bbf40b68fad9c9ff49d51479633ae346929c138126a4625d0531190
adNMziSOVIo,ここどこ？地図、コンパス、食料なし… 三俣蓮華岳遭難事故2023年【地図とアニメで解説】,661818,20250810,1229,生きて山から帰るには【山岳遭難解説】,398,1662.859296482412,True,[],,,,,video_full_default_adNMziSOVIo.json,7f969ba880b5603bf3c5c2cd99bda4db57dd898864f33f6715fc9a81e91a6f0a
q7GguQB8N1M,「ヒグマは人を襲わない」TBS発表と食い違う事実…「どうぶつ奇想天外」写真家襲撃事故1996年【地図とアニメで解説】,659365,20260322,1319,生きて山から帰るには【山岳遭難解説】,174,3789.4540229885056,True,[],既出,19,【それでもヒグマに襲われた、、】動物を知り尽くしたベテラン写真家・星野道夫が命を落としてしまった19,概要欄1996年8月写真家事故、章立てに星野道夫,video_full_default_q7GguQB8N1M.json,02e3e19f0eb71e792e80d0cf9b2154490599a27d571d5d57e62b829eab5562ba
r1C-GMRhhQE,「ごめんね…」姉の決断、最後の言葉 2006年10月白馬岳遭難事故【地図とアニメで解説】,645725,20251109,1043,生きて山から帰るには【山岳遭難解説】,307,2103.3387622149835,True,[],,,,,video_full_default_r1C-GMRhhQE.json,259fca55dd556981a4e14586b12528c2c288063a7ee72333e09938bcec654e22
-5d6SaPYd-M,1946年12月21日、午前4時19分 昭和南海地震【地図とアニメで解説】,634619,20260705,1348,生きて山から帰るには【山岳遭難解説】,69,9197.376811594202,True,[],,,,,video_full_default_-5d6SaPYd-M.json,643a406635b4f3c978c9ad394e0a8d00402135a1c93b020a5b1292175c904195
u0BTXCHf62I,ここは任せて先に行け！カリスマリーダーの決断 阿弥陀岳遭難事故2015年2月【地図とアニメで解説】,618924,20250223,1182,生きて山から帰るには【山岳遭難解説】,566,1093.505300353357,True,[],,,,,video_full_default_u0BTXCHf62I.json,b5703966895eea48a4cc793822b84882bb03125e228d28f8f6355cf67e99725c
xdSzPEupzRw,【追悼】雨の山に消えた芸人…最期の瞬間 高尾山滑落事故2020年7月【地図とアニメで解説】,618142,20250309,1286,生きて山から帰るには【山岳遭難解説】,552,1119.822463768116,True,[],,,,,video_full_default_xdSzPEupzRw.json,9e7e6060e37ca6806695af24766600cc25cf82d320446774200e25e8295e36d8
KPtiAgbkpPc,【有罪】体温38.6度、生徒を死ぬまで歩かせた教師…朝日連峰高校生遭難事故1994年7月【地図とアニメで解説】,610872,20241013,1306,生きて山から帰るには【山岳遭難解説】,699,873.9227467811158,True,[],,,,,video_full_default_KPtiAgbkpPc.json,3da67e2a73e5b370ced1abebc1b58f1cf01d7431908f2b9906bd8ac4d0a648d6
BdYSsshllTQ,「今夜はここに泊まらせてください」松川水害遭難事故1969年【地図とアニメで解説】,597713,20260830,1402,生きて山から帰るには【山岳遭難解説】,13,45977.92307692308,True,[],,,,,video_full_default_BdYSsshllTQ.json,ea2711f1f11a9dd23c34114007c3534bbb18ccd1eca0e1abb58a7945b137d25f
codOb1aHNlc,一瞬の判断…秋の日帰り家族登山  九州の韓国岳(からくにだけ)遭難事故2009年【地図とアニメで解説】,560424,20250629,1248,生きて山から帰るには【山岳遭難解説】,440,1273.6909090909091,True,[],,,,,video_full_default_codOb1aHNlc.json,588d6928ec747e17ffb543255241366f46166dd203863e3c329a9c7e2a1856ca
J0FoJLjm6gs,【映画化】隠され続けたロープの欠陥、真相をめぐる20年の戦い ナイロンザイル事件1955年【地図とアニメで解説】,554540,20250608,1479,生きて山から帰るには【山岳遭難解説】,461,1202.9067245119306,True,[],,,,,video_full_default_J0FoJLjm6gs.json,346bb798c68d29cb049fd629a4fcebae79c4d5a298c2f89afdd72c418d436aa0
gAOcel0ajCs,【理解できない】思考がバグる7日間、御池岳伝説の遭難【地形図とアニメで解説】,552681,20250406,1371,生きて山から帰るには【山岳遭難解説】,524,1054.7347328244275,True,[],,,,,video_full_default_gAOcel0ajCs.json,a7a4cd7b5a6cb6310063d9ff6f88b9bbb60847e2086d37e404d77658431ac54c
nuBaxGtZ1_Q,「まだ大丈夫」のはずが…台風直撃 2人死亡トムラウシ山遭難事故2002年【地図とアニメで解説】,533384,20250914,1239,生きて山から帰るには【山岳遭難解説】,363,1469.3774104683196,True,[],,,,,video_full_default_nuBaxGtZ1_Q.json,139e007970b910234898552d322d3864c66b6427e7c0ba01523ad2aec0d9bb39
wSJLaPBxLPI,ビキニ登山家、凍死。なぜビキニ？2019年1月台湾ビキニ登山家滑落事故【地図とアニメで解説】,525814,20260517,1128,生きて山から帰るには【山岳遭難解説】,118,4456.050847457627,True,[],,,,,video_full_default_wSJLaPBxLPI.json,5cea0102742c927187ad5069787e40c533ccb10ebef16e291dfe36dbf69a2da1
F7kfix83pm8,気温−25℃、吹き荒れる強風。ベテラン登山家たちが冬の富士山で最悪の結末に…「富士山登山家遭難事故(2009年)」【地形図から解説】,522897,20231014,514,山岳遭難ファイル,1064,491.44454887218046,True,[],,,,,video_full_default_F7kfix83pm8.json,0afde36312d4f045efae0970ca6d736cd68e07e2aa7173e10f7d50abe1714aa5
nobH4Rlf4dY,【世界最悪の人災】失われた言葉… スマトラ沖地震2004年12月 【地図とアニメで解説】,516149,20250308,1499,生きて山から帰るには【山岳遭難解説】,553,933.3616636528029,True,[],,,,,video_full_default_nobH4Rlf4dY.json,ae22d2050f2c5385ae865e200f6ae3b25f6686ae921f1bcecbb34f2fcf218506
Lo9f9dWehOU,進んだ人、止まった人、引き返した人 2012年5月4日 白馬岳遭難事故【地図とアニメで解説】,509864,20260719,1145,生きて山から帰るには【山岳遭難解説】,55,9270.254545454545,True,[],,,,,video_full_default_Lo9f9dWehOU.json,feb297f6671b74d9364e977fe70408f74ab594626263b9f0815fb3ea0254fd61
Z8RBTyphbCo,6歳で誓った復讐の果て…1人で102頭討伐。三毛別ヒグマ事件1915年【地図とアニメで解説】,499414,20260802,1874,生きて山から帰るには【山岳遭難解説】,41,12180.829268292682,True,[],既出,9,死者数7名…妊婦の腹から胎児が引きずり出され…1915年『三毛別ヒグマ事件』【地形図とアニメで解説】,1915年三毛別ヒグマ事件,video_full_default_Z8RBTyphbCo.json,238d32cfc350ca2aaa6b124fa3fe363b8f92d09b985437d800b671395854fe97
NCUA7C3dj_Y,疲労と焦りから…鮮やかなセルフレスキュー 光岳遭難事故2022年【地図とアニメで解説】,489297,20240929,1249,生きて山から帰るには【山岳遭難解説】,713,686.2510518934081,True,[],,,,,video_full_default_NCUA7C3dj_Y.json,311d407a29598b84d29b2bc7fa25ac8fb646609cc97bc099504c342bbc7f2854
1L3ie07KS4c,「寝たらダメだ！」登山経験のない男女5名が遭難。装備なしで夜を迎えた結果…「沢口山遭難事故2010年」【地形図から解説】,477267,20231028,459,山岳遭難ファイル,1050,454.54,True,[],,,,,video_full_default_1L3ie07KS4c.json,11f4a6b2819bdca7d669a3fd236ae27e01a7ee0b3b66405e1ad2c047b8a431f7
nlF8Pzp2eSE,540m流され200m下の谷底へ…十勝岳連峰遭難事故1994年12月 【地形図とアニメで解説】,472872,20250316,1259,生きて山から帰るには【山岳遭難解説】,545,867.6550458715597,True,[],,,,,video_full_default_nlF8Pzp2eSE.json,dee47b0b4db5d3b0d03513ac6e36e9db0b5b63a5a214ce5557bbf1d9ba47688b
nejyHpMpMTo,先生を置いて行けない、早すぎた最期。スパンティーク峰滑落事故2024年7月【地図とアニメで解説】,469881,20250713,1169,生きて山から帰るには【山岳遭難解説】,426,1103.0070422535211,True,[],,,,,video_full_default_nejyHpMpMTo.json,3662571769bc4e020d7cdd7d2629bec8ff43ee1dbcc8ce1e1895075fd27c39f9
Fk9_S65ujK4,訓練のはずが…黒く変色した指先…宝剣岳遭難事故2024年【地図とアニメで解説】,466125,20250518,1187,生きて山から帰るには【山岳遭難解説】,482,967.0643153526971,True,[],,,,,video_full_default_Fk9_S65ujK4.json,04bcad4415ab7ec75bc6ecfd36ae892c754c885d03499382e97a2913fbf73dcf
dwXAG5337eE,27名での日帰り登山を実施した山岳会→悪天候下で登山を断念したメンバーと続行したメンバーに分かれ…「大雪山遭難事故」【地形図から解説】,464019,20240107,522,山岳遭難ファイル,979,473.97242083758937,True,[],,,,,video_full_default_dwXAG5337eE.json,1be7c52d2037f47e54116c0fc3b5716300ea4c213c054d7e2c4fcb528dfc6ed8
hjQE_MOhSZs,山で遭難した男性を救出後、男性が行方不明に…。救助隊に損害賠償が請求される「積丹岳スノーボーダー遭難事故」【地形図から解説】,453864,20230818,511,山岳遭難ファイル,1121,404.8742194469224,True,[],,,,,video_full_default_hjQE_MOhSZs.json,add60d6487825649c800a4de395d69e8acd8887624b2403753c4b822bd578853
pYti8dDKzzY,なぜ裸足で外へ？消えた9人。ディアトロフ峠事件、60年後の真相【地図とアニメで解説】,451748,20260301,1506,生きて山から帰るには【山岳遭難解説】,195,2316.6564102564103,True,[],,,,,video_full_default_pYti8dDKzzY.json,a96899c04ab3679a27b12547920f8621ec190e69344b8f31bcb6d6a915621a2d
cdGcBcXl9B4,1人死亡…崩落する100mの壁と岩石の雨 黒部峡谷遭難事故2011年10月 【地図とアニメで解説】,447865,20241020,1306,生きて山から帰るには【山岳遭難解説】,692,647.2037572254335,True,[],,,,,video_full_default_cdGcBcXl9B4.json,77f5e349fd80bdbfda1c7a073291328014cb9c42ab8d65e2607af82e234581aa
8vXbAjBHI6A,【観光客1000人】バスターミナルに怒号と悲鳴 乗鞍岳クマ襲撃2009年9月【地図とアニメで解説】,446685,20250323,1358,生きて山から帰るには【山岳遭難解説】,538,830.2695167286246,True,[],既出,16,なぜ1000人の登山者は、たった1匹の熊に為す術が無かったのか…？2009年9月 乗鞍岳クマ山岳遭難,2009年乗鞍岳クマ襲撃、観光客1000人,video_full_default_8vXbAjBHI6A.json,c8b986dd72bb9ba6a7c717fc5f392c82bce5f617e2aed759422e4afaa0bb277a
fG900Hqj2oU,一晩で18人死亡、6人行方不明。富士山大量遭難事故1972年【地図とアニメで解説】,445104,20260320,1144,生きて山から帰るには【山岳遭難解説】,176,2529.0,True,[],既出,21,「明日は仕事だから下山しないと…」続々と消える仲間たち…猛吹雪の中、強行突破した男達の末路…1972,1972年富士山。snapshot_2026-09-07.jsonの同一自作タイトルで欠落末尾を確認,video_full_default_fG900Hqj2oU.json,f47ca59ee170f13a39828fd09aa103928a471e94054986db478b23e0a868d649
wXk8HEznoXc,大学生14人、無線がつなぐ命の絆…大長山遭難事故2004年【地図とアニメで解説】,444234,20240804,1688,生きて山から帰るには【山岳遭難解説】,769,577.6775032509753,True,[],,,,,video_full_default_wXk8HEznoXc.json,0e997f511dca50e0974e9cfba830dab072ac00ac987c622b746a50712cc051e9
kTJEaSr-DKo,観光気分で登山…最悪の結末 石鎚山遭難事2014年【地図とアニメで解説】,432321,20250727,1126,生きて山から帰るには【山岳遭難解説】,412,1049.3228155339805,True,[],,,,,video_full_default_kTJEaSr-DKo.json,3bcb4d3199ee81c6ebe890042d9526de5cbf01563fc16a5e7330d808b4d7b0e5
FIRsdnF8cKE,捜索打ち切り、家族が起こす奇跡…両神山遭難事故2010年【地図とアニメで解説】,431300,20240414,1381,生きて山から帰るには【山岳遭難解説】,881,489.55732122587966,True,[],,,,,video_full_default_FIRsdnF8cKE.json,99eba4dfc95d3e9ee8e20f41b98c979cadb80d5f8cad1e15f6eee1351c4dc385
kwCzZ31JGuA,逃げ場なし…誘いこまれた17人  塩見岳落雷事故2002年【地図とアニメで解説】,427271,20250706,1351,生きて山から帰るには【山岳遭難解説】,433,986.769053117783,True,[],,,,,video_full_default_kwCzZ31JGuA.json,2a85064b1e3378cdb88c9f520a213f60c95a6f6d81ad1f85e9093229ea1df6cb
em0r_cj2KjA,悪夢のホワイトアウト。娘だけは… 北海道暴風雪事故2013年【地図とアニメで解説】,415254,20250816,1131,生きて山から帰るには【山岳遭難解説】,392,1059.3214285714287,True,[],,,,,video_full_default_em0r_cj2KjA.json,1a9366652afa3cf31ee734fde9125c3f9ce383e683f302d4d04ac4ff2d9cad1a
664xLYd6iyQ,15人死亡…人災と化した防災実験 川崎ローム斜面崩壊実験事故1971年【地図とアニメで解説】,408767,20250503,1148,生きて山から帰るには【山岳遭難解説】,497,822.4688128772635,True,[],,,,,video_full_default_664xLYd6iyQ.json,307d9464a6f8a2a7fe01bbcdd0b491cd373dca90862e0db055e205c6455d0da4
dPHXC83FyX8,死と隣り合わせの無邪気…開始30分後…蔵王仙人沢滑落事故2009年7月【地図とアニメで解説】,407186,20250511,1091,生きて山から帰るには【山岳遭難解説】,489,832.6912065439673,True,[],,,,,video_full_default_dPHXC83FyX8.json,9ed92cc10be24c264e1a941b073b2d14f74f22936f2b8498d99c7e2ee8be8813
cjbNfScEFEg,断崖絶壁で起こった遭難事故。クライミング中のミスで下りる事も戻る事も出来ず…「大同心遭難事故2022年」【地形図から解説】,403185,20230920,415,山岳遭難ファイル,1088,370.57444852941177,True,[],,,,,video_full_default_cjbNfScEFEg.json,66747058d46aae8542c1fed5644f247ced549eae27c6ef4425ea4d7b9e7814b0
H5ScP6zpLME,「行けるところまで行こう」…2019年甲武信ヶ岳遭難事故【地図とアニメで解説】,388985,20260503,1125,生きて山から帰るには【山岳遭難解説】,132,2946.8560606060605,True,[],,,,,video_full_default_H5ScP6zpLME.json,545adab3d5200553c78aaa70d78091ead609f764d1e7e21990b574b42b3b5344
fYQduVkX4vo,「安全なはずのハシゴで滑落」なぜここで？涸沢岳滑落事故1994年【地図とアニメで解説】,386941,20250928,1098,生きて山から帰るには【山岳遭難解説】,349,1108.7134670487105,True,[],,,,,video_full_default_fYQduVkX4vo.json,3009823f8451999e93a062f647ee52375c68c1de163109dcc9ce0ddba44ea112
i_tdBZFMx3o,14名の登山サークルが、道迷いの末に行き着いた場所→最悪の結末を迎えることに…「安達太良山遭難事故」【地形図から解説】,382558,20240218,491,山岳遭難ファイル,937,408.2796157950907,True,[],,,,,video_full_default_i_tdBZFMx3o.json,a485fe2dd018d8aa71a7cc1c8896b41d14a29290f1b76671b5ad344f589cc956
_rs3aVgRWZY,スノーモービルの乗り入れが禁止されている雪山→3人が遭難し行方が分からなくなり、翌日…「天塩岳遭難事故2013年」【地形図から解説】,372639,20230901,410,山岳遭難ファイル,1107,336.62059620596204,True,[],,,,,video_full_default__rs3aVgRWZY.json,78ac015a1636845b08af8ac656b26b2a8655cf72db2bd1ffcbbe314d5ba358ac
6flUlHxRO6g,標高8000m、紫外線に焼かれた目…ナンガパルバット遭難事故2018年【地図とアニメで解説】,371138,20251019,1223,生きて山から帰るには【山岳遭難解説】,328,1131.5182926829268,True,[],,,,,video_full_default_6flUlHxRO6g.json,9108f49ea39601cce77dfd15dc6ab171c74dda397b73f6337f6ee57a86a0afa5
Yh_H-QJILkg,日帰り登山へ行った妻の救助要請→捜索活動が始まるも5日間発見できず、そして…「谷川岳遭難事故」【地形図から解説】,350704,20240303,599,山岳遭難ファイル,923,379.96099674972913,True,[],,,,,video_full_default_Yh_H-QJILkg.json,5659802398e31d5ffc3b59d2b74288ee1826c667dc45fab8506f903b9a662c31
XjV2qNemqSQ,「そんな…」遭難2日目、やっと見つけた登山道は幻覚。食料も尽きて、一週間後…「聖岳遭難事故2022年」【地形図から解説】,326593,20231215,566,山岳遭難ファイル,1002,325.9411177644711,True,[],,,,,video_full_default_XjV2qNemqSQ.json,a9d9f8a4e61492af9284fd89283e740c458f3e3a934545ca9262c29040335281
amavUqIXaQ8,「娘をお願いします…」アンダーパス水没…岐阜県豪雨災害2010年【地図とアニメで解説】,321794,20251011,947,生きて山から帰るには【山岳遭難解説】,336,957.7202380952381,True,[],,,,,video_full_default_amavUqIXaQ8.json,8be4e4bba4e5165c9f7a60a2e7b49126cf3218d2488fc903ff2640372852e8c0
hoLn5Y3aUU8,悪天候下で実施した登山訓練で遭難。気温−20℃の中、下山不可能に「2024年宝剣岳遭難事故」【地形図から解説】,309090,20240317,658,山岳遭難ファイル,909,340.03300330033005,True,[],,,,,video_full_default_hoLn5Y3aUU8.json,982cc75f21f25435900ff78623d4731d7e80e16d568017ad37f4589a14d718b6
aXBTdbYoISg,高校山岳部員9名・引率教員3名での夏山登山。記録的な猛暑の中、極限状態に陥った生徒は…「朝日連峰高校生遭難事故」【地形図から解説】,305623,20240515,1229,山岳遭難ファイル,850,359.5564705882353,True,[],,,,,video_full_default_aXBTdbYoISg.json,7dcbe3e40e72f16cdde7bc5dcc9df7292dbfcdf97808b359afc532390617c9d3
zqZh25jHRCM,「骨折で動けない」 2024年乾徳山滑落事故【地図とアニメで解説】,296119,20260201,1229,生きて山から帰るには【山岳遭難解説】,223,1327.8878923766815,True,[],,,,,video_full_default_zqZh25jHRCM.json,b90e0d032a49e08570196adc76f4a8dab164d0b2ef42f7ff1957e269a2392809
1pbyMYsEySQ,消えた2才｜4日後、78歳が30分で発見！ 山口2歳児行方不明2018年8月【地図とアニメで解説】,292686,20260222,1060,生きて山から帰るには【山岳遭難解説】,202,1448.9405940594058,True,[],,,,,video_full_default_1pbyMYsEySQ.json,ab72018ec0b69630be20d444facdc4d2d6d99eadaef9438c7dcfe32d9151064e
DaqDlQfaSEw,雪上の血の跡を追って仲間を捜索。大学生3名の雪山合宿での悲劇「剱岳遭難事故」【地形図から解説】,284694,20240402,706,山岳遭難ファイル,893,318.80627099664054,True,[],,,,,video_full_default_DaqDlQfaSEw.json,0903693dfc9b6036a23b102b66fe1fe19b72792f4ea30d0911acf41e29d69f5f
DuMmKPqHhtc,雪渓の大穴、雪の下の仲間。大朝日岳滑落事故2008年【地図とアニメで解説】,275986,20260104,973,生きて山から帰るには【山岳遭難解説】,251,1099.5458167330678,True,[],,,,,video_full_default_DuMmKPqHhtc.json,e5c321e9148c0e9468a9d49102665d564b6404491b28012e2ae30559bed425a1
64oeSyB7-i8,テント＝食料！クマのビュッフェ会場に…太郎平キャンプ場クマ襲撃事件2025年8月【地図とアニメで解説】,275240,20251005,1109,生きて山から帰るには【山岳遭難解説】,342,804.7953216374269,True,[],,,,,video_full_default_64oeSyB7-i8.json,6ebe964a82875e83cd8c5c0ae0877a84e9e5d29f8b6f1b20cde89ccc6b3a8ec5
PMKrT_E8PBo,毎月山で再会!? 位置情報で狙われた登山者 SNS悪用ストーカー事件2015年【地図とアニメで解説】,273237,20260111,1217,生きて山から帰るには【山岳遭難解説】,244,1119.8237704918033,True,[],,,,,video_full_default_PMKrT_E8PBo.json,6d1b72cfa5ad02999dd10be365b7ffd0390dc60f2a9b542292bf8c059ea5f2a3
WA2q8TQAhVA,「こんな景色はなかなかないね」1km滑落。2025年3月 甲斐駒ヶ岳滑落事故【地図とアニメで解説】,269811,20260621,1105,生きて山から帰るには【山岳遭難解説】,83,3250.734939759036,True,[],,,,,video_full_default_WA2q8TQAhVA.json,6d10dad1ad2b3687d62ce9fe9e8d4884ed475d4691e790df9df3dcf9c6e28645
axxVIBgFLFQ,「走ってはダメ！」小4女児が崖へ…1987年美の山公園えんそく事故【地図とアニメで解説】,264388,20251116,925,生きて山から帰るには【山岳遭難解説】,300,881.2933333333333,True,[],,,,,video_full_default_axxVIBgFLFQ.json,67d054523049d48853769165d1d20f49fdb111127faba405cb2fdbaa42814b77
TWiZ3gpcMUM,衣服は無傷…3万人焼失。生き残るための唯一の方法とは プレー山噴火1902年【地図とアニメで解説】,263248,20250719,1470,生きて山から帰るには【山岳遭難解説】,420,626.7809523809524,True,[],,,,,video_full_default_TWiZ3gpcMUM.json,7494f0d9c548655373d0308e3bb746d721d3476ccb3a2b1ae310a87c7468dbc9
InTnTO2HNTs,4名が参加した登山ツアーでまさかの事態に→ツアーガイドの最後の賭けの結果…「屋久島遭難事故」【地形図から解説】,263098,20231126,570,山岳遭難ファイル,1021,257.6865817825661,True,[],,,,,video_full_default_InTnTO2HNTs.json,431fe4017eb51b9c2c22c8842bae104ebd30af33d69f6cd2d97edbbe322a3484
hpAm8E0b6QE,「登山は自己責任」記録的豪雪が奪う家族の未来…宝剣岳遭難事故2007年1月 【地図とアニメで解説】,255118,20250105,1479,生きて山から帰るには【山岳遭難解説】,615,414.8260162601626,True,[],,,,,video_full_default_hpAm8E0b6QE.json,3a98fccfb5391e10844123aa93eeb145baf300c98391bb780b48f13c26e0986f
KMxuMIg3Qac,日帰りのはずが…10日後、川で発見… 大武蔵山遭難事故2019年【地図とアニメで解説】,245924,20251026,1032,生きて山から帰るには【山岳遭難解説】,321,766.1183800623053,True,[],,,,,video_full_default_KMxuMIg3Qac.json,42bf86263194b2e312326fb6c36f899f20eeaa04014e1df50b7cf8d915e06028
cDSggeP5338,雪山を3人で下山中、最後尾の一人が消えた→「え？」→後方には幅30mの雪崩の跡「上高地遭難事故」【地形図から解説】,228052,20231021,422,山岳遭難ファイル,1057,215.75402081362347,True,[],,,,,video_full_default_cDSggeP5338.json,41b532af16a97aa0fc431b61b0f327bf6fcf19b1b96ea1fd33e750c507594934
fYrfq6FWivY,雪山へ向かった6名。先に帰ったと思っていた仲間が、43時間後に雪穴で発見され…「キロロ遭難事故」【地形図から解説】,227561,20240531,534,山岳遭難ファイル,834,272.8549160671463,True,[],,,,,video_full_default_fYrfq6FWivY.json,f4acbb9e3aecdb96d112731cbf859436a1654b95be1ddc85f797a31887a49c90
2WRoZ_2Hrb8,帰国前夜、時速360kmの爆風で6人死亡。スキルブルム雪崩事故1997年8月【地図とアニメで解説】,225209,20260419,1227,生きて山から帰るには【山岳遭難解説】,146,1542.527397260274,True,[],,,,,video_full_default_2WRoZ_2Hrb8.json,dde850f2b4c472d5cba8edd21eb99010e5296b89063ff109b5e6b8886c8fa33a
UZUiNMgVx4E,【自殺行為】死を招く無知 カルパチア山脈遭難事故2024年【地図とアニメで解説】,203637,20250330,1383,生きて山から帰るには【山岳遭難解説】,531,383.49717514124296,True,[],,,,,video_full_default_UZUiNMgVx4E.json,533f07dc689e3e5b4aa2dfd2d340288ae2f289b82b5a16a55c0974da285189ca
ZOx2b_KeaT8,「逃げて！」時速150kmの雪崩から逃げるガイドとツアー客。危険区域と知りつつなぜ…「ニセコ春の滝遭難事故」【地形図から解説】,194499,20240204,715,山岳遭難ファイル,951,204.5205047318612,True,[],,,,,video_full_default_ZOx2b_KeaT8.json,90042b010bd759b39266ebdaf32af32f3f3848922ef209963196ae6bd59a921e
TBxPf_0DTWI,「今がチャンスだ！」火の渦に消えた18人｜1971年呉市山林火災【地図とアニメで解説】,192411,20260125,1112,生きて山から帰るには【山岳遭難解説】,230,836.5695652173913,True,[],,,,,video_full_default_TBxPf_0DTWI.json,4103cec1cd3079b411e825dc8fe492d61b41844c572038b47954d6af188fa585
H5NeEHWyQRc,「今度はお前が狂ったな」兄弟殺しの真相 ラインホルトメスナー ナンガパルバット遭難事故1970年【地図とアニメで解説】,192265,20260118,1377,生きて山から帰るには【山岳遭難解説】,237,811.2447257383966,True,[],,,,,video_full_default_H5NeEHWyQRc.json,a88b16afe22f88f0cccc00850a66898d941698587129a8cda6db2f667d78751a
Pjyc6m2GFGk,担任「多分行けるだろう」おススメコースで死亡 六甲山落石事故1985年【地図とアニメで解説】,184356,20260215,989,生きて山から帰るには【山岳遭難解説】,209,882.0861244019138,True,[],,,,,video_full_default_Pjyc6m2GFGk.json,dff1d98fccfe7041a01e8ad4372934ba124409e680f7bda3ee6b9cdcb523ce07
DkOvNzpEZGw,届かぬ絶叫！1人の遭難で4人死亡… 2000年浅草岳雪崩事故【地図とアニメで解説】,181478,20251123,1037,生きて山から帰るには【山岳遭難解説】,293,619.3788395904437,True,[],,,,,video_full_default_DkOvNzpEZGw.json,48a7144ce203502b5387f695000e16947725778bc10fb9ab7c5fabbb27aeafdd
UdXdN9-gGOM,滑落遭難を起こし負傷→沢の水と残った食料で耐え忍ぶ中、ようやく救助隊の声が聞こえるも…「不帰嶮遭難事故」【地形図から解説】,147688,20240420,667,山岳遭難ファイル,875,168.78628571428573,True,[],,,,,video_full_default_UdXdN9-gGOM.json,b6fd304d08440cd8de152e8d4703797f16c5e074dc36130f4c35ea1b4031ddae
